t fi z E
0.449000 0.241203 0.103801 4.003697
0.450000 0.245061 0.101825 4.003631
0.451000 0.249051 0.099850 4.003561
0.452000 0.253181 0.097875 4.003485
0.453000 0.257460 0.095901 4.003404
0.454000 0.261896 0.093928 4.003316
0.455000 0.266500 0.091955 4.003222
0.456000 0.271280 0.089984 4.003120
0.457000 0.276249 0.088013 4.003010
0.458000 0.281419 0.086043 4.002890
0.459000 0.286802 0.084074 4.002761
0.460000 0.292414 0.082107 4.002620
0.461000 0.298270 0.080140 4.002466
0.462000 0.304388 0.078175 4.002298
0.463000 0.310785 0.076211 4.002115
0.464000 0.317485 0.074248 4.001914
0.465000 0.324508 0.072287 4.001693
0.466000 0.331882 0.070327 4.001450
0.467000 0.339634 0.068370 4.001181
0.468000 0.347795 0.066414 4.000884
0.469000 0.356401 0.064460 4.000554
0.470000 0.365490 0.062508 4.000187
0.471000 0.375107 0.060558 3.999777
0.472000 0.385299 0.058611 3.999318
0.473000 0.396124 0.056667 3.998803
0.474000 0.407643 0.054726 3.998221
0.475000 0.419928 0.052788 3.997564
0.476000 0.433060 0.050854 3.996817
0.477000 0.447133 0.048924 3.995965
0.478000 0.462254 0.046999 3.994990
0.479000 0.478547 0.045078 3.993869
0.480000 0.496155 0.043163 3.992574
0.481000 0.515248 0.041255 3.991070
0.482000 0.536024 0.039353 3.989316
0.483000 0.558715 0.037460 3.987259
0.484000 0.583600 0.035575 3.984833
0.485000 0.611013 0.033701 3.981958
0.486000 0.641353 0.031839 3.978530
0.487000 0.675110 0.029991 3.974423
0.488000 0.712880 0.028159 3.969474
0.489000 0.755399 0.026346 3.963487
0.490000 0.803585 0.024557 3.956220
0.491000 0.858587 0.022795 3.947388
0.492000 0.921858 0.021065 3.936684
0.493000 0.995249 0.019377 3.923831
0.494000 1.081122 0.017740 3.908725
0.495000 1.182498 0.016165 3.891776
0.496000 1.303214 0.014672 3.874665
0.497000 1.448036 0.013283 3.861971
0.498000 1.622616 0.012030 3.864504
0.499000 1.832970 0.010957 3.905502
0.500000 2.083905 0.010122 4.029981
0.501000 2.375642 0.009600 4.311153
0.502000 2.698580 0.009481 4.829018
0.503000 3.029327 0.009849 5.580541
0.504000 3.335256 0.010749 6.367758
0.505000 3.590084 0.012145 6.901488
0.506000 3.786582 0.013929 7.104162
0.507000 3.933061 0.015975 7.117064
0.508000 4.042331 0.018187 7.073996
0.509000 4.125330 0.020501 7.029348
0.510000 4.189877 0.022881 6.995177
0.511000 4.241267 0.025302 6.970958
0.512000 4.283067 0.027753 6.954024
0.513000 4.317719 0.030222 6.942080
0.514000 4.346924 0.032705 6.933511
0.515000 4.371897 0.035196 6.927243
0.516000 4.393523 0.037694 6.922568
0.517000 4.412461 0.040197 6.919016
0.518000 4.429210 0.042701 6.916269
0.519000 4.444152 0.045208 6.914111
0.520000 4.457589 0.047715 6.912391
0.521000 4.469757 0.050221 6.911000
0.522000 4.480847 0.052727 6.909861
0.523000 4.491013 0.055232 6.908918
0.524000 4.500382 0.057736 6.908128
0.525000 4.509058 0.060238 6.907460
0.526000 4.517129 0.062738 6.906890
0.527000 4.524667 0.065235 6.906399
0.528000 4.531734 0.067731 6.905972
0.529000 4.538383 0.070223 6.905599
0.530000 4.544659 0.072714 6.905270
0.531000 4.550602 0.075201 6.904978
0.532000 4.556244 0.077686 6.904718
0.533000 4.561615 0.080168 6.904483
0.534000 4.566740 0.082647 6.904271
0.535000 4.571643 0.085123 6.904078
0.536000 4.576343 0.087596 6.903902
0.537000 4.580857 0.090066 6.903740
0.538000 4.585202 0.092532 6.903591
0.539000 4.589391 0.094996 6.903452
0.540000 4.593436 0.097457 6.903323
0.541000 4.597349 0.099914 6.903203
0.542000 4.601140 0.102369 6.903090
0.543000 4.604818 0.104820 6.902983
0.544000 4.608391 0.107268 6.902883
0.545000 4.611867 0.109712 6.902788
0.546000 4.615251 0.112154 6.902697
0.547000 4.618551 0.114592 6.902611
0.548000 4.621772 0.117027 6.902528
0.549000 4.624919 0.119459 6.902449
0.550000 4.627997 0.121887 6.902373
0.551000 4.631011 0.124312 6.902300
0.552000 4.633963 0.126734 6.902230
0.553000 4.636858 0.129153 6.902162
0.554000 4.639699 0.131568 6.902096
0.555000 4.642490 0.133981 6.902032
0.556000 4.645232 0.136390 6.901970
0.557000 4.647930 0.138795 6.901909
0.558000 4.650585 0.141198 6.901850
0.559000 4.653199 0.143597 6.901793
0.560000 4.655776 0.145993 6.901737
0.561000 4.658316 0.148385 6.901682
0.562000 4.660821 0.150775 6.901628
0.563000 4.663295 0.153161 6.901575
0.564000 4.665737 0.155544 6.901523
0.565000 4.668150 0.157923 6.901473
0.566000 4.670534 0.160300 6.901423
0.567000 4.672893 0.162673 6.901374
0.568000 4.675225 0.165043 6.901325
0.569000 4.677534 0.167410 6.901278
0.570000 4.679820 0.169773 6.901231
0.571000 4.682083 0.172134 6.901184
0.572000 4.684326 0.174491 6.901139
0.573000 4.686548 0.176845 6.901094
0.574000 4.688751 0.179195 6.901049
0.575000 4.690936 0.181543 6.901005
0.576000 4.693104 0.183887 6.900961
0.577000 4.695254 0.186229 6.900918
0.578000 4.697389 0.188567 6.900876
0.579000 4.699508 0.190902 6.900833
0.580000 4.701612 0.193233 6.900791
0.581000 4.703702 0.195562 6.900750
0.582000 4.705778 0.197887 6.900709
0.583000 4.707842 0.200210 6.900668
0.584000 4.709892 0.202529 6.900627
0.585000 4.711931 0.204845 6.900587
0.586000 4.713958 0.207158 6.900547
0.587000 4.715974 0.209468 6.900508
0.588000 4.717979 0.211775 6.900469
0.589000 4.719974 0.214078 6.900430
0.590000 4.721959 0.216379 6.900391
0.591000 4.723935 0.218676 6.900352
0.592000 4.725901 0.220971 6.900314
0.593000 4.727859 0.223262 6.900276
0.594000 4.729808 0.225551 6.900238
0.595000 4.731749 0.227836 6.900200
0.596000 4.733682 0.230118 6.900163
0.597000 4.735607 0.232397 6.900126
0.598000 4.737525 0.234674 6.900089
0.599000 4.739436 0.236947 6.900052
0.600000 4.741340 0.239217 6.900015
0.601000 4.743237 0.241484 6.899979
0.602000 4.745128 0.243748 6.899943
0.603000 4.747013 0.246010 6.899906
0.604000 4.748892 0.248268 6.899871
0.605000 4.750766 0.250523 6.899835
0.606000 4.752633 0.252775 6.899799
0.607000 4.754496 0.255025 6.899764
0.608000 4.756353 0.257271 6.899728
0.609000 4.758205 0.259515 6.899693
0.610000 4.760053 0.261755 6.899658
0.611000 4.761896 0.263993 6.899623
0.612000 4.763734 0.266228 6.899588
0.613000 4.765568 0.268459 6.899554
0.614000 4.767398 0.270688 6.899519
0.615000 4.769224 0.272914 6.899485
0.616000 4.771046 0.275137 6.899450
0.617000 4.772864 0.277358 6.899416
0.618000 4.774678 0.279575 6.899382
0.619000 4.776489 0.281790 6.899348
0.620000 4.778297 0.284001 6.899314
0.621000 4.780101 0.286210 6.899281
0.622000 4.781902 0.288416 6.899247
0.623000 4.783700 0.290619 6.899214
0.624000 4.785494 0.292820 6.899180
0.625000 4.787286 0.295017 6.899147
0.626000 4.789076 0.297212 6.899114
0.627000 4.790862 0.299404 6.899081
0.628000 4.792646 0.301593 6.899048
0.629000 4.794427 0.303780 6.899015
0.630000 4.796206 0.305964 6.898982
0.631000 4.797983 0.308145 6.898949
0.632000 4.799757 0.310323 6.898917
0.633000 4.801529 0.312498 6.898884
0.634000 4.803299 0.314671 6.898852
0.635000 4.805067 0.316841 6.898820
0.636000 4.806833 0.319008 6.898787
0.637000 4.808597 0.321173 6.898755
0.638000 4.810359 0.323335 6.898723
0.639000 4.812119 0.325494 6.898691
0.640000 4.813877 0.327650 6.898659
0.641000 4.815634 0.329804 6.898628
0.642000 4.817390 0.331955 6.898596
0.643000 4.819143 0.334104 6.898564
0.644000 4.820895 0.336250 6.898533
0.645000 4.822646 0.338393 6.898501
0.646000 4.824395 0.340534 6.898470
0.647000 4.826143 0.342672 6.898439
0.648000 4.827890 0.344807 6.898407
0.649000 4.829635 0.346940 6.898376
0.650000 4.831379 0.349070 6.898345
0.651000 4.833122 0.351198 6.898314
0.652000 4.834864 0.353323 6.898283
0.653000 4.836605 0.355445 6.898253
0.654000 4.838345 0.357565 6.898222
0.655000 4.840083 0.359682 6.898191
0.656000 4.841821 0.361797 6.898161
0.657000 4.843558 0.363909 6.898130
0.658000 4.845294 0.366019 6.898100
0.659000 4.847029 0.368126 6.898069
0.660000 4.848763 0.370231 6.898039
0.661000 4.850496 0.372333 6.898009
0.662000 4.852229 0.374433 6.897979
0.663000 4.853961 0.376530 6.897949
0.664000 4.855692 0.378625 6.897919
0.665000 4.857423 0.380718 6.897889
0.666000 4.859152 0.382807 6.897859
0.667000 4.860882 0.384895 6.897829
0.668000 4.862610 0.386980 6.897800
0.669000 4.864339 0.389062 6.897770
0.670000 4.866066 0.391143 6.897741
0.671000 4.867793 0.393220 6.897711
0.672000 4.869520 0.395296 6.897682
0.673000 4.871246 0.397369 6.897652
0.674000 4.872972 0.399439 6.897623
0.675000 4.874697 0.401507 6.897594
0.676000 4.876422 0.403573 6.897565
0.677000 4.878146 0.405637 6.897536
0.678000 4.879870 0.407698 6.897507
0.679000 4.881594 0.409756 6.897478
0.680000 4.883318 0.411813 6.897449
0.681000 4.885041 0.413867 6.897420
0.682000 4.886764 0.415919 6.897392
0.683000 4.888487 0.417968 6.897363
0.684000 4.890209 0.420015 6.897335
0.685000 4.891931 0.422060 6.897306
0.686000 4.893653 0.424103 6.897278
0.687000 4.895375 0.426143 6.897249
0.688000 4.897097 0.428182 6.897221
0.689000 4.898818 0.430217 6.897193
0.690000 4.900540 0.432251 6.897165
0.691000 4.902261 0.434282 6.897137
0.692000 4.903982 0.436311 6.897109
0.693000 4.905703 0.438338 6.897081
0.694000 4.907424 0.440363 6.897053
0.695000 4.909145 0.442386 6.897025
0.696000 4.910866 0.444406 6.896998
0.697000 4.912586 0.446424 6.896970
